"","itemset","item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12"
"1392",1392,"domestic eggs","abrasive cleaner","coffee","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1393",1393,"coffee","fish","ice cream","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1394",1394,"cake bar","frozen vegetables","baking powder","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA
"1395",1395,"coffee","butter","baking powder","frozen vegetables","domestic eggs","frozen meals",NA,NA,NA,NA,NA,NA
"1396",1396,"coffee","frozen meals","grapes","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1397",1397,"butter","coffee","domestic eggs","ice cream","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA
"1398",1398,"honey","abrasive cleaner","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399",1399,"fish","grapes","baking powder","abrasive cleaner","butter",NA,NA,NA,NA,NA,NA,NA
"1400",1400,"honey","abrasive cleaner","coffee","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1401",1401,"frozen vegetables","coffee","baking powder","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1402",1402,"frozen meals","ice cream","domestic eggs","coffee","fish","honey",NA,NA,NA,NA,NA,NA
"1403",1403,"domestic eggs","fish","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404",1404,"fish","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405",1405,"coffee","frozen meals","butter","honey",NA,NA,NA,NA,NA,NA,NA,NA
"1406",1406,"frozen meals","grapes","abrasive cleaner","coffee",NA,NA,NA,NA,NA,NA,NA,NA
"1407",1407,"frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408",1408,"frozen vegetables","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409",1409,"butter","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410",1410,"abrasive cleaner","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411",1411,"coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412",1412,"baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413",1413,"coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414",1414,"abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415",1415,"domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",1416,"coffee","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417",1417,"butter","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418",1418,"cake bar","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419",1419,"ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420",1420,"frozen vegetables","frozen meals","honey","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA
"1421",1421,"coffee","ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422",1422,"frozen meals","frozen vegetables","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423",1423,"butter","frozen meals","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424",1424,"fish","frozen meals","ice cream","grapes",NA,NA,NA,NA,NA,NA,NA,NA
"1425",1425,"baking powder","butter","frozen meals","cake bar",NA,NA,NA,NA,NA,NA,NA,NA
"1426",1426,"cake bar","coffee","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1427",1427,"baking powder","cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428",1428,"butter","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429",1429,"grapes","frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430",1430,"honey","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431",1431,"baking powder","cake bar","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432",1432,"fish","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433",1433,"grapes","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1434",1434,"domestic eggs","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435",1435,"cake bar","frozen meals","ice cream","honey",NA,NA,NA,NA,NA,NA,NA,NA
"1436",1436,"butter","coffee","abrasive cleaner","ice cream","baking powder","fish","frozen meals",NA,NA,NA,NA,NA
"1437",1437,"ice cream","baking powder","coffee","butter","grapes","frozen meals",NA,NA,NA,NA,NA,NA
"1438",1438,"domestic eggs","coffee","frozen meals","abrasive cleaner","fish","cake bar",NA,NA,NA,NA,NA,NA
"1439",1439,"frozen vegetables","baking powder","cake bar","abrasive cleaner","ice cream","butter",NA,NA,NA,NA,NA,NA
"1440",1440,"baking powder","butter","honey","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA
"1441",1441,"coffee","butter","fish","domestic eggs","baking powder","frozen vegetables","frozen meals",NA,NA,NA,NA,NA
"1442",1442,"frozen vegetables","honey","cake bar","baking powder","butter","frozen meals",NA,NA,NA,NA,NA,NA
"1443",1443,"fish","ice cream","honey","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1444",1444,"abrasive cleaner","domestic eggs","fish","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1445",1445,"coffee","butter","grapes","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1446",1446,"frozen vegetables","baking powder","domestic eggs","butter","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA
"1447",1447,"domestic eggs","ice cream","frozen meals","coffee","fish",NA,NA,NA,NA,NA,NA,NA
"1448",1448,"coffee","butter","baking powder","ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1449",1449,"baking powder","cake bar","butter","fish","coffee","frozen meals",NA,NA,NA,NA,NA,NA
"1450",1450,"domestic eggs","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451",1451,"honey","abrasive cleaner","frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1452",1452,"butter","frozen vegetables","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453",1453,"frozen vegetables","baking powder","grapes","butter","coffee","honey","frozen meals",NA,NA,NA,NA,NA
"1454",1454,"butter","fish","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455",1455,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1456",1456,"cake bar","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457",1457,"ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458",1458,"frozen vegetables","ice cream","honey","cake bar",NA,NA,NA,NA,NA,NA,NA,NA
"1459",1459,"ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460",1460,"coffee","cake bar","frozen vegetables","baking powder","butter","frozen meals",NA,NA,NA,NA,NA,NA
"1461",1461,"coffee","fish","frozen meals","honey","abrasive cleaner","grapes",NA,NA,NA,NA,NA,NA
"1462",1462,"baking powder","frozen vegetables","honey","coffee","frozen meals","butter",NA,NA,NA,NA,NA,NA
"1463",1463,"frozen vegetables","frozen meals","butter","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1464",1464,"grapes","frozen vegetables","baking powder","frozen meals","butter",NA,NA,NA,NA,NA,NA,NA
"1465",1465,"frozen vegetables","butter","coffee","abrasive cleaner","ice cream","fish","frozen meals",NA,NA,NA,NA,NA
"1466",1466,"frozen vegetables","coffee","fish","grapes","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1467",1467,"fish","frozen meals","butter","ice cream",NA,NA,NA,NA,NA,NA,NA,NA
"1468",1468,"baking powder","coffee","butter","grapes","cake bar","frozen meals",NA,NA,NA,NA,NA,NA
"1469",1469,"baking powder","butter","grapes","frozen vegetables","cake bar","frozen meals","ice cream",NA,NA,NA,NA,NA
"1470",1470,"ice cream","grapes","honey","butter","cake bar",NA,NA,NA,NA,NA,NA,NA
"1471",1471,"cake bar","domestic eggs","frozen meals","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1472",1472,"ice cream","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473",1473,"butter","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474",1474,"fish","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475",1475,"domestic eggs","frozen meals","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476",1476,"frozen meals","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477",1477,"baking powder","frozen meals","grapes","fish",NA,NA,NA,NA,NA,NA,NA,NA
"1478",1478,"frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479",1479,"abrasive cleaner","cake bar","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480",1480,"frozen vegetables","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481",1481,"frozen meals","frozen vegetables","domestic eggs","grapes",NA,NA,NA,NA,NA,NA,NA,NA
"1482",1482,"frozen meals","honey","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483",1483,"coffee","fish","honey","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1484",1484,"grapes","domestic eggs","fish","cake bar",NA,NA,NA,NA,NA,NA,NA,NA
"1485",1485,"abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486",1486,"frozen meals","coffee","cake bar","fish",NA,NA,NA,NA,NA,NA,NA,NA
"1487",1487,"domestic eggs","grapes","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488",1488,"cake bar","domestic eggs","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489",1489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490",1490,"fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491",1491,"ice cream","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492",1492,"honey","frozen meals","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493",1493,"fish","frozen vegetables","frozen meals","butter","domestic eggs",NA,NA,NA,NA,NA,NA,NA
"1494",1494,"cake bar","frozen vegetables","coffee","frozen meals","honey",NA,NA,NA,NA,NA,NA,NA
"1495",1495,"cake bar","domestic eggs","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496",1496,"butter","frozen meals","ice cream","baking powder",NA,NA,NA,NA,NA,NA,NA,NA
"1497",1497,"abrasive cleaner","coffee","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1498",1498,"fish","ice cream","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1499",1499,"frozen vegetables","baking powder","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500",1500,"butter","baking powder","frozen vegetables","domestic eggs","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1501",1501,"frozen meals","grapes","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502",1502,"coffee","domestic eggs","ice cream","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1503",1503,"abrasive cleaner","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504",1504,"grapes","baking powder","abrasive cleaner","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1505",1505,"abrasive cleaner","coffee","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1506",1506,"coffee","baking powder","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1507",1507,"ice cream","domestic eggs","coffee","fish","honey",NA,NA,NA,NA,NA,NA,NA
"1508",1508,"fish","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509",1509,"frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510",1510,"frozen meals","butter","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511",1511,"grapes","abrasive cleaner","coffee",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512",1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513",1513,"domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514",1514,"grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515",1515,"domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516",1516,"frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517",1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518",1518,"frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519",1519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520",1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521",1521,"baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522",1522,"honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523",1523,"frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524",1524,"frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525",1525,"frozen meals","honey","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526",1526,"ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527",1527,"frozen vegetables","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528",1528,"frozen meals","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529",1529,"frozen meals","ice cream","grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530",1530,"butter","frozen meals","cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531",1531,"coffee","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532",1532,"cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533",1533,"fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534",1534,"frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535",1535,"grapes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536",1536,"cake bar","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537",1537,"ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538",1538,"butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539",1539,"coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540",1540,"frozen meals","ice cream","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541",1541,"coffee","abrasive cleaner","ice cream","baking powder","fish","frozen meals",NA,NA,NA,NA,NA,NA
"1542",1542,"baking powder","coffee","butter","grapes","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1543",1543,"coffee","frozen meals","abrasive cleaner","fish","cake bar",NA,NA,NA,NA,NA,NA,NA
"1544",1544,"baking powder","cake bar","abrasive cleaner","ice cream","butter",NA,NA,NA,NA,NA,NA,NA
"1545",1545,"butter","honey","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546",1546,"butter","fish","domestic eggs","baking powder","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA
"1547",1547,"honey","cake bar","baking powder","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1548",1548,"ice cream","honey","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1549",1549,"domestic eggs","fish","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550",1550,"butter","grapes","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1551",1551,"baking powder","domestic eggs","butter","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA
"1552",1552,"ice cream","frozen meals","coffee","fish",NA,NA,NA,NA,NA,NA,NA,NA
"1553",1553,"butter","baking powder","ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1554",1554,"cake bar","butter","fish","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1555",1555,"ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556",1556,"abrasive cleaner","frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557",1557,"frozen vegetables","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558",1558,"baking powder","grapes","butter","coffee","honey","frozen meals",NA,NA,NA,NA,NA,NA
"1559",1559,"fish","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560",1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561",1561,"ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562",1562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563",1563,"ice cream","honey","cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564",1564,"baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565",1565,"cake bar","frozen vegetables","baking powder","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1566",1566,"fish","frozen meals","honey","abrasive cleaner","grapes",NA,NA,NA,NA,NA,NA,NA
"1567",1567,"frozen vegetables","honey","coffee","frozen meals","butter",NA,NA,NA,NA,NA,NA,NA
"1568",1568,"frozen meals","butter","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1569",1569,"frozen vegetables","baking powder","frozen meals","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1570",1570,"butter","coffee","abrasive cleaner","ice cream","fish","frozen meals",NA,NA,NA,NA,NA,NA
"1571",1571,"coffee","fish","grapes","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1572",1572,"frozen meals","butter","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573",1573,"coffee","butter","grapes","cake bar","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1574",1574,"butter","grapes","frozen vegetables","cake bar","frozen meals","ice cream",NA,NA,NA,NA,NA,NA
"1575",1575,"grapes","honey","butter","cake bar",NA,NA,NA,NA,NA,NA,NA,NA
"1576",1576,"ice cream","grapes","domestic eggs","butter","frozen vegetables","baking powder",NA,NA,NA,NA,NA,NA
"1577",1577,"butter","baking powder","frozen meals","frozen vegetables","coffee",NA,NA,NA,NA,NA,NA,NA
"1578",1578,"butter","frozen meals","ice cream","honey",NA,NA,NA,NA,NA,NA,NA,NA
"1579",1579,"baking powder","frozen vegetables","abrasive cleaner","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1580",1580,"grapes","coffee","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1581",1581,"coffee","baking powder","frozen vegetables","honey","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1582",1582,"frozen meals","coffee","fish","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1583",1583,"fish","ice cream","grapes","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1584",1584,"frozen vegetables","frozen meals","coffee","grapes",NA,NA,NA,NA,NA,NA,NA,NA
"1585",1585,"ice cream","grapes","coffee","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1586",1586,"butter","coffee","ice cream","abrasive cleaner","frozen vegetables",NA,NA,NA,NA,NA,NA,NA
"1587",1587,"fish","cake bar","baking powder","coffee","butter","frozen meals",NA,NA,NA,NA,NA,NA
"1588",1588,"baking powder","coffee","frozen meals","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1589",1589,"ice cream","abrasive cleaner","fish","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1590",1590,"butter","baking powder","coffee","ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1591",1591,"frozen vegetables","abrasive cleaner","ice cream","butter","coffee",NA,NA,NA,NA,NA,NA,NA
"1592",1592,"baking powder","ice cream","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1593",1593,"ice cream","frozen vegetables","coffee","cake bar","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1594",1594,"honey","fish","abrasive cleaner","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA
"1595",1595,"butter","frozen meals","fish","ice cream","frozen vegetables",NA,NA,NA,NA,NA,NA,NA
"1596",1596,"coffee","honey","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1597",1597,"honey","frozen meals","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1598",1598,"abrasive cleaner","frozen vegetables","baking powder","butter","domestic eggs",NA,NA,NA,NA,NA,NA,NA
"1599",1599,"frozen meals","domestic eggs","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600",1600,"ice cream","cake bar","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601",1601,"baking powder","domestic eggs","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1602",1602,"coffee","butter","baking powder","domestic eggs","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1603",1603,"frozen vegetables","frozen meals","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604",1604,"butter","fish","frozen meals","baking powder","ice cream",NA,NA,NA,NA,NA,NA,NA
"1605",1605,"butter","baking powder","frozen meals","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1606",1606,"baking powder","domestic eggs","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607",1607,"fish","frozen vegetables","frozen meals","baking powder","butter",NA,NA,NA,NA,NA,NA,NA
"1608",1608,"butter","baking powder","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609",1609,"butter","coffee","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1610",1610,"butter","coffee","domestic eggs","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1611",1611,"fish","frozen meals","abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612",1612,"baking powder","cake bar","butter","frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA
"1613",1613,"domestic eggs","honey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614",1614,"frozen meals","fish","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1615",1615,"baking powder","frozen meals","domestic eggs","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1616",1616,"fish","frozen meals","domestic eggs","coffee",NA,NA,NA,NA,NA,NA,NA,NA
"1617",1617,"butter","baking powder","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1618",1618,"frozen meals","frozen vegetables","baking powder","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1619",1619,"coffee","baking powder","butter","ice cream","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1620",1620,"fish","butter","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1621",1621,"frozen vegetables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622",1622,"frozen vegetables","abrasive cleaner","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1623",1623,"fish","coffee","frozen meals","ice cream","honey",NA,NA,NA,NA,NA,NA,NA
"1624",1624,"coffee","butter","baking powder","domestic eggs","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1625",1625,"honey","frozen meals","ice cream","coffee",NA,NA,NA,NA,NA,NA,NA,NA
"1626",1626,"frozen vegetables","baking powder","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1627",1627,"honey","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1628",1628,"honey","domestic eggs","frozen meals","coffee",NA,NA,NA,NA,NA,NA,NA,NA
"1629",1629,"frozen vegetables","domestic eggs","fish","honey",NA,NA,NA,NA,NA,NA,NA,NA
"1630",1630,"coffee","domestic eggs","butter","baking powder","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1631",1631,"butter","coffee","baking powder","ice cream","fish","frozen meals",NA,NA,NA,NA,NA,NA
"1632",1632,"baking powder","butter","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1633",1633,"baking powder","domestic eggs","coffee","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1634",1634,"coffee","ice cream","fish","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA
"1635",1635,"frozen meals","baking powder","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636",1636,"butter","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1637",1637,"butter","grapes","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1638",1638,"frozen meals","cake bar","frozen vegetables","butter",NA,NA,NA,NA,NA,NA,NA,NA
"1639",1639,"honey","abrasive cleaner","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1640",1640,"baking powder","butter","ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1641",1641,"baking powder","fish","domestic eggs","cake bar","butter",NA,NA,NA,NA,NA,NA,NA
"1642",1642,"ice cream","baking powder","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643",1643,"frozen vegetables","ice cream","frozen meals","honey",NA,NA,NA,NA,NA,NA,NA,NA
"1644",1644,"butter","frozen meals","coffee",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645",1645,"honey","cake bar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1646",1646,"ice cream","fish","domestic eggs","honey",NA,NA,NA,NA,NA,NA,NA,NA
"1647",1647,"butter","baking powder","cake bar","ice cream","frozen vegetables",NA,NA,NA,NA,NA,NA,NA
"1648",1648,"coffee","baking powder","fish","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA
"1649",1649,"abrasive cleaner","honey","frozen vegetables","fish","ice cream",NA,NA,NA,NA,NA,NA,NA
"1650",1650,"butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1651",1651,"butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1652",1652,"abrasive cleaner","coffee","fish","butter","ice cream","baking powder",NA,NA,NA,NA,NA,NA
"1653",1653,"grapes","butter","frozen meals",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1654",1654,"butter","coffee","baking powder","fish","frozen vegetables","frozen meals",NA,NA,NA,NA,NA,NA
"1655",1655,"abrasive cleaner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656",1656,"ice cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1657",1657,"baking powder","butter","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1658",1658,"butter","grapes","baking powder","cake bar","fish",NA,NA,NA,NA,NA,NA,NA
"1659",1659,"baking powder","butter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660",1660,"butter","grapes","baking powder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661",1661,"ice cream","grapes","domestic eggs","honey","fish",NA,NA,NA,NA,NA,NA,NA
"1662",1662,"butter","baking powder","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663",1663,"grapes","ice cream","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664",1664,"abrasive cleaner","domestic eggs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
